id,nombre_carretera,tramo,limite_tramo,sentido,limite,velocidad,fecha,matricula,conductor
A5/-137/20150810115245000,A5,137,100,descending,100,142,2015-08-10,4776EUI,15187129E
M30/-32/20150214122558000,M30,32,50,descending,50,64,2015-02-14,5290OEU,36737468M
A6/+38/20130626174919000,A6,38,100,ascending,100,113,2013-06-26,1103EEA,07471244Q
A4/-223/20121122103814000,A4,223,100,descending,100,90,2012-11-22,5338IEI,80551722H
A6/-254/20121222194926000,A6,254,100,descending,100,75,2012-12-22,4481IEE,47285810H
M45/-29/20140122071645000,M45,29,80,descending,80,91,2014-01-22,1802IAU,08914907S
A6/-213/20111228024518000,A6,213,100,descending,100,95,2011-12-28,3346AOO,00528326Q
A2/-147/20130127102123000,A2,147,100,descending,100,115,2013-01-27,7494UEU,33585461X
A6/+38/20120704112401000,A6,38,100,ascending,100,97,2012-07-04,4333EUU,72449035R
A1/-271/20110925122138000,A1,271,100,descending,100,106,2011-09-25,4304AOI,60436163Y
A3/-252/20110722115332000,A3,252,100,descending,100,103,2011-07-22,6880OUO,77467632K
M40/+23/20130512031142000,M40,23,80,ascending,80,90,2013-05-12,6864AIU,02055702P
M50/-15/20131010003320000,M50,15,100,descending,100,92,2013-10-10,8960AEO,04295516J
A4/-270/20121113161730000,A4,270,100,descending,100,144,2012-11-13,1369OAU,31414734T
A2/+261/20120515063054000,A2,261,100,ascending,100,96,2012-05-15,4450AAE,45191051F
A4/+91/20110602181544000,A4,91,100,ascending,100,81,2011-06-02,2893EII,60730294J
M50/+75/20120429173741000,M50,75,100,ascending,100,92,2012-04-29,9519OEE,55754166G
M50/-32/20110707231335000,M50,32,100,descending,100,100,2011-07-07,4702OIA,73010468G
M50/-32/20110707231351000,M50,32,100,descending,100,99,2011-07-07,5350OAE,01707914A
M45/+37/20100817134604000,M45,37,80,ascending,80,80,2010-08-17,9445OEU,25877835Y
M45/+37/20100817134614000,M45,37,80,ascending,80,80,2010-08-17,9707OOI,12035677F
M40/-15/20120106090244000,M40,15,80,descending,80,79,2012-01-06,5853OII,80551722H
M30/-16/20110711221112000,M30,16,50,descending,50,59,2011-07-11,2877AIA,59015527B
M30/-16/20110711221126000,M30,16,50,descending,50,58,2011-07-11,1131AOO,83880461J
M40/-15/20100621164447000,M40,15,80,descending,80,122,2010-06-21,8419EIE,57722756R
A5/-100/20100106215940000,A5,100,100,descending,100,100,2010-01-06,5290OEU,36737468M
A2/+10/20110921135445000,A2,10,100,ascending,100,116,2011-09-21,7405UIU,11810752E
M40/+42/20111121062835000,M40,42,80,ascending,80,71,2011-11-21,9861AUO,76150280V
M30/-32/20100917220838000,M30,32,50,descending,50,54,2010-09-17,7375OAI,48906593Z
A3/-127/20111220175443000,A3,127,100,descending,100,120,2011-12-20,6111IAI,70809340E
A2/+157/20101004130345000,A2,157,100,ascending,100,92,2010-10-04,1369OAU,31414734T
A1/+131/20100723041529000,A1,131,100,ascending,100,109,2010-07-23,3812EIU,91725642D
A1/+131/20110805020737000,A1,131,100,ascending,100,103,2011-08-05,6061IUO,43287231N
M30/+32/20091127002128000,M30,32,50,ascending,50,44,2009-11-27,4286AUA,71116260F
A2/-230/20110420175816000,A2,230,100,descending,100,96,2011-04-20,3195EOU,60908146Y
A5/-54/20110211032505000,A5,54,100,descending,100,110,2011-02-11,0398EUI,45191051F
A3/+204/20110212132700000,A3,204,100,ascending,100,112,2011-02-12,8953EIU,32197349V
A2/+48/20110412023329000,A2,48,100,ascending,100,118,2011-04-12,1130IOA,08914907S
M40/-60/20091017170142000,M40,60,80,descending,80,88,2009-10-17,1131AOO,83880461J
A1/-271/20110705043708000,A1,271,100,descending,100,105,2011-07-05,4483AIO,26322160V
M40/+40/20110531014637000,M40,40,80,ascending,80,81,2011-05-31,6734OUU,81207757R
A2/-147/20090703225117000,A2,147,100,descending,100,103,2009-07-03,3797UOE,53018488S
M30/-12/20091207091801000,M30,12,50,descending,50,98,2009-12-07,5828EEE,20304333W
M45/+19/20090528055714000,M45,19,80,ascending,80,77,2009-05-28,3043OOI,30173036A
M45/+19/20090528055719000,M45,19,80,ascending,80,76,2009-05-28,9599EAA,01362850P
M40/+30/20110823073244000,M40,30,80,ascending,80,98,2011-08-23,0504IUE,04224805G
A6/-244/20111009001102610,A6,244,100,descending,100,123,2011-10-09,8953EIU,32197349V
M45/-10/20110809074215240,M45,10,80,descending,80,91,2011-08-09,0718UUE,65897309D
A5/-54/20100401113138940,A5,54,100,descending,100,101,2010-04-01,1306OEE,06729275G
M40/-15/20101011205507340,M40,15,80,descending,80,92,2010-10-11,1369OAU,31414734T
A3/+49/20090604092549080,A3,49,100,ascending,100,120,2009-06-04,9200IIA,93655750A
A4/-285/20091004121652560,A4,285,100,descending,100,114,2009-10-04,4334OUU,31411702G
M45/+15/20110629151101720,M45,15,80,ascending,80,100,2011-06-29,5999AAI,11810752E
A1/-268/20090619112652220,A1,268,100,descending,100,117,2009-06-19,2452UEO,65393209T
A3/+49/20100613071458400,A3,49,100,ascending,100,117,2010-06-13,4544UOU,75939906R
A2/-230/20111217183014020,A2,230,100,descending,100,110,2011-12-17,5716IEO,81542499R
M30/-21/20110102213736840,M30,21,50,descending,50,65,2011-01-02,2339OOI,07595709M
A3/+204/20100524213019660,A3,204,100,ascending,100,116,2010-05-24,1556IAI,87767956W
A2/-230/20100610191317650,A2,230,100,descending,100,112,2010-06-10,2370AOA,74026572Z
A2/+261/20101117035032270,A2,261,100,ascending,100,121,2010-11-17,2893EII,60730294J
A4/-277/20100108123622880,A4,277,100,descending,100,116,2010-01-08,2955AUA,63050842E
M30/+10/20110103201959020,M30,10,50,ascending,50,64,2011-01-03,3204OUA,18258713W
M30/-30/20100807170415800,M30,30,50,descending,50,62,2010-08-07,5716IEO,81542499R
A1/+154/20100213191305260,A1,154,100,ascending,100,118,2010-02-13,0703OEU,74864863R
A4/-277/20111221135643210,A4,277,100,descending,100,111,2011-12-21,1564AII,58576842M
A6/+234/20111114010351170,A6,234,100,ascending,100,130,2011-11-14,6493OEA,65572592Y
A6/-108/20101203213628380,A6,108,100,descending,100,136,2010-12-03,3346AOO,00528326Q
A1/+217/20111010140318550,A1,217,100,ascending,100,112,2011-10-10,1556IAI,87767956W
A6/-266/20110819132142210,A6,266,100,descending,100,117,2011-08-19,3295IOE,53832275Q
M30/+10/20101225163528720,M30,10,50,ascending,50,66,2010-12-25,3722EAE,37794073J
A4/+260/20100510100257250,A4,260,100,ascending,100,117,2010-05-10,9519IEI,35044021W
A2/-147/20100904025036670,A2,147,100,descending,100,122,2010-09-04,5279OUE,97091580R
A4/-203/20090816104033450,A4,203,100,descending,100,167,2009-08-16,9834EUO,38423370F
A4/+260/20110819151536850,A4,260,100,ascending,100,112,2011-08-19,3523OOE,11148859T
M45/-28/20101201091706570,M45,28,80,descending,80,99,2010-12-01,2925UEO,21763956E
M50/+11/20100727054945790,M50,11,100,ascending,100,117,2010-07-27,4741IOU,94229966R
M30/-12/20111230063851970,M30,12,50,descending,50,70,2011-12-30,3722EAE,37794073J
M50/+11/20110408141947080,M50,11,100,ascending,100,114,2011-04-08,6118UAA,29480068W
A3/+123/20101212214125190,A3,123,100,ascending,100,119,2010-12-12,6055EOO,60260601A
M45/-29/20130806201513000,M45,29,80,descending,80,89,2013-08-06,3929OOO,58444159D
A5/-100/20120917165712000,A5,100,100,descending,100,139,2012-09-17,0619IEO,04906297Y
M50/+15/20130330133741000,M50,15,100,ascending,100,100,2013-03-30,3195EOU,60908146Y
M45/-10/20120415212558000,M45,10,80,descending,80,98,2012-04-15,8784IUI,70106310X
A2/+184/20120701200350000,A2,184,100,ascending,100,117,2012-07-01,0122IIA,75939906R
M40/+51/20111230173140000,M40,51,80,ascending,80,96,2011-12-30,3784IAO,98585779M
A4/+91/20120914115108000,A4,91,100,ascending,100,120,2012-09-14,0398EUI,45191051F
A3/-127/20130820210403000,A3,127,100,descending,100,100,2013-08-20,5525OUO,40915263B
A3/-206/20131206042629000,A3,206,100,descending,100,116,2013-12-06,3631IUU,63709185J
M40/-55/20080109192546000,M40,55,80,descending,80,113,2008-01-09,2458AEU,46392720H
M45/-29/20160212092104000,M45,29,80,descending,80,92,2016-02-12,5991OAE,58576842M
A2/+75/20170427025928000,A2,75,100,ascending,100,108,2017-04-27,1405AOU,92531445F
A1/-271/20170421174459000,A1,271,100,descending,100,116,2017-04-21,2512UAA,33300126J
A1/+76/20140227195408000,A1,76,100,ascending,100,110,2014-02-27,3722EAE,37794073J
A6/-108/20151206225540000,A6,108,100,descending,100,118,2015-12-06,8545AOA,22764409K
A5/+249/20151217072356000,A5,249,100,ascending,100,117,2015-12-17,4333EUU,72449035R
A1/-160/20140213060905000,A1,160,100,descending,100,90,2014-02-13,0342OEO,13982887Z
M50/+15/20160124162410000,M50,15,100,ascending,100,124,2016-01-24,2339OOI,07595709M
A3/+123/20130821225943000,A3,123,100,ascending,100,117,2013-08-21,5290OEU,36737468M
A6/-254/20140913195118000,A6,254,100,descending,100,112,2014-09-13,4741IOU,94229966R
A5/-54/20130924123528000,A5,54,100,descending,100,130,2013-09-24,4760AEE,00528326Q
A4/+199/20140807234644000,A4,199,100,ascending,100,112,2014-08-07,3219AEO,82883718K
A6/-60/20160206211643000,A6,60,100,descending,100,111,2016-02-06,4481IEE,47285810H
M50/-85/20150926103241000,M50,85,100,descending,100,134,2015-09-26,4304AOI,60436163Y
A1/+122/20150812030112000,A1,122,100,ascending,100,122,2015-08-12,9105UIU,80498155H
A2/+115/20151021144114000,A2,115,100,ascending,100,119,2015-10-21,6758UOE,28786879X
A6/-60/20150524081326000,A6,60,100,descending,100,119,2015-05-24,6525AEI,87980168Q
A6/-108/20170518071336000,A6,108,100,descending,100,100,2017-05-18,2347OUI,31414734T
M30/-16/20091007205816000,M30,16,50,descending,50,56,2009-10-07,1802IAU,08914907S
M40/+23/20080202174928000,M40,23,80,ascending,80,84,2008-02-02,6523AIO,89897064T
M45/+37/20090412225327000,M45,37,80,ascending,80,61,2009-04-12,6818EAU,67245027L
M50/-61/20170630174211000,M50,61,100,descending,100,117,2017-06-30,2877AIA,59015527B
M50/+49/20090317120506000,M50,49,100,ascending,100,96,2009-03-17,4483AIO,26322160V
M30/-30/20080903102033000,M30,30,50,descending,50,68,2008-09-03,7835UUA,54146779H
A3/+155/20090928065313000,A3,155,100,ascending,100,99,2009-09-28,6095EAE,74868992J
M40/+28/20170929083740000,M40,28,80,ascending,80,74,2017-09-29,7607OAA,91988623P
M45/+33/20091204193828000,M45,33,80,ascending,80,57,2009-12-04,3797UOE,53018488S
M30/-30/20091208035339000,M30,30,50,descending,50,62,2009-12-08,3422AEU,65871451A
A3/+123/20100318091800000,A3,123,100,ascending,100,127,2010-03-18,9834EUO,38423370F
A1/-232/20110329064058000,A1,232,100,descending,100,120,2011-03-29,1244UEO,55087522S
A6/-213/20110227212756000,A6,213,100,descending,100,119,2011-02-27,5119AUI,19502956Z
A6/-266/20111123001830000,A6,266,100,descending,100,111,2011-11-23,1369OAU,31414734T
A5/+117/20090917080332000,A5,117,100,ascending,100,112,2009-09-17,9445OEU,25877835Y
M45/-20/20111119171222000,M45,20,80,descending,80,94,2011-11-19,7196EOI,60735038L
M40/+44/20111107020028000,M40,44,80,ascending,80,100,2011-11-07,0438IAO,53675847B
M50/+11/20100505231541000,M50,11,100,ascending,100,120,2010-05-05,3451OIO,25840054Z
M45/+31/20111024091245000,M45,31,80,ascending,80,81,2011-10-24,4309OEE,88024283V
A3/-206/20100307023238000,A3,206,100,descending,100,115,2010-03-07,5740AUA,17646703E
A4/+260/20090705112722000,A4,260,100,ascending,100,112,2009-07-05,5329UEU,75584686Q
A1/+122/20100104112052000,A1,122,100,ascending,100,122,2010-01-04,5828EEE,20304333W
M30/+11/20101017024505000,M30,11,50,ascending,50,77,2010-10-17,9507IIA,88900195C
M45/-10/20111119171712000,M45,10,80,descending,80,95,2011-11-19,7196EOI,60735038L
M50/-85/20090629031853000,M50,85,100,descending,100,116,2009-06-29,8533AOE,80498155H
M40/+30/20110613200745000,M40,30,80,ascending,80,98,2011-06-13,9218OIA,21371673G
A5/+72/20110904132802000,A5,72,100,ascending,100,115,2011-09-04,8177AAO,73236340Q
A5/+268/20101105065812000,A5,268,100,ascending,100,119,2010-11-05,0703OEU,74864863R
M45/+22/20091201142059000,M45,22,80,ascending,80,92,2009-12-01,3043OOI,30173036A
A2/-230/20091216033750000,A2,230,100,descending,100,92,2009-12-16,0342OEO,13982887Z
A3/+241/20120114223801000,A3,241,100,ascending,100,111,2012-01-14,0206OOE,25073532J
A1/-268/20101210042319000,A1,268,100,descending,100,111,2010-12-10,0342OEO,13982887Z
M50/+66/20100410173141000,M50,66,100,ascending,100,133,2010-04-10,9959UOU,33300126J
A5/-137/20100824152824000,A5,137,100,descending,100,118,2010-08-24,9778OEI,88062522F
A4/+50/20100417225341000,A4,50,100,ascending,100,115,2010-04-17,3631IUU,63709185J
M40/-55/20100101205455000,M40,55,80,descending,80,96,2010-01-01,6118UAA,29480068W
M45/-28/20101016125209000,M45,28,80,descending,80,92,2010-10-16,5119EUA,80771305C
M30/-11/20091209222456000,M30,11,50,descending,50,100,2009-12-09,4334OUU,31411702G
M45/-28/20100423024446000,M45,28,80,descending,80,92,2010-04-23,4734UAO,59070682N
A6/+38/20120125062502000,A6,38,100,ascending,100,118,2012-01-25,8506OUO,48272209Q
A6/-108/20111020084206000,A6,108,100,descending,100,110,2011-10-20,5938AOI,23939454L
A5/-100/20110828150111000,A5,100,100,descending,100,118,2011-08-28,5119AUI,19502956Z
M40/-55/20100503140707000,M40,55,80,descending,80,94,2010-05-03,7250EOE,65151191B
M50/+49/20091116045701000,M50,49,100,ascending,100,116,2009-11-16,1369OAU,31414734T
A5/-271/20100320154728000,A5,271,100,descending,100,117,2010-03-20,6818EAU,67245027L
M30/+11/20100819023901000,M30,11,50,ascending,50,64,2010-08-19,6055EOO,60260601A
A3/-252/20111121215856000,A3,252,100,descending,100,119,2011-11-21,7835UUA,54146779H
M50/+75/20120122020807000,M50,75,100,ascending,100,118,2012-01-22,7405UIU,11810752E
A6/-108/20090630004056000,A6,108,100,descending,100,116,2009-06-30,9117UEE,98595100B
A4/+91/20100526061752000,A4,91,100,ascending,100,138,2010-05-26,5938AOI,23939454L
A2/-230/20110208045037000,A2,230,100,descending,100,115,2011-02-08,5944EOE,22117400W
M45/+19/20100714010355000,M45,19,80,ascending,80,97,2010-07-14,9683IIA,24230709W
A6/-213/20120205020813000,A6,213,100,descending,100,112,2012-02-05,8828OIA,63709185J
A4/-203/20110404121454000,A4,203,100,descending,100,129,2011-04-04,8111EAA,12035677F
A6/-254/20100415125303000,A6,254,100,descending,100,117,2010-04-15,3202OUU,78455829T
M40/-15/20101218181327440,M40,15,80,descending,80,90,2010-12-18,6292EIA,47285810H
A4/+50/20110521083235510,A4,50,100,ascending,100,112,2011-05-21,7103OIU,00699099Z
M40/+42/20101003142618160,M40,42,80,ascending,80,110,2010-10-03,7250EOE,65151191B
M30/-23/20101012161331200,M30,23,50,descending,50,65,2010-10-12,2458AEU,46392720H
A1/-268/20100901192811370,A1,268,100,descending,100,113,2010-09-01,6668OOO,54016383D
A4/+260/20090710035322770,A4,260,100,ascending,100,116,2009-07-10,5137IUO,78455829T
A6/-198/20111225120731770,A6,198,100,descending,100,112,2011-12-25,3523OOE,11148859T
A1/+154/20090822013251790,A1,154,100,ascending,100,112,2009-08-22,5023EII,92366576W
A1/-298/20100528201033110,A1,298,100,descending,100,103,2010-05-28,8691OEI,14502021S
M30/+14/20120118081533240,M30,14,50,ascending,50,63,2012-01-18,1802IAU,08914907S
A5/-137/20111112181026800,A5,137,100,descending,100,114,2011-11-12,8960AEO,04295516J
M30/+14/20091017130650840,M30,14,50,ascending,50,69,2009-10-17,6882IUI,29525918J
M30/+10/20091204152229850,M30,10,50,ascending,50,59,2009-12-04,5862IOU,36071957E
M30/+10/20100927082709940,M30,10,50,ascending,50,56,2010-09-27,0342OEO,13982887Z
A5/+70/20090730161338060,A5,70,100,ascending,100,103,2009-07-30,5350OAE,01707914A
A4/-96/20110501221524210,A4,96,100,descending,100,118,2011-05-01,3784IAO,98585779M
M50/+11/20100210172101340,M50,11,100,ascending,100,111,2010-02-10,0098EUA,33300126J
M45/+17/20110925001217630,M45,17,80,ascending,80,98,2011-09-25,1329EUA,08375827D
A5/+117/20111208120742670,A5,117,100,ascending,100,152,2011-12-08,5700IIE,15928484H
M50/-18/20091023233136060,M50,18,100,descending,100,113,2009-10-23,3949IOE,65289655S
M30/-16/20091207122830710,M30,16,50,descending,50,66,2009-12-07,4237EIO,62793298D
A4/-233/20110814160150830,A4,233,100,descending,100,117,2011-08-14,3812EIU,91725642D
A3/-244/20100527003738560,A3,244,100,descending,100,113,2010-05-27,0861EUI,25819562S
M50/-80/20100105055719470,M50,80,100,descending,100,120,2010-01-05,9218OIA,21371673G
A6/+237/20110820184829000,A6,237,100,ascending,100,100,2011-08-20,5154AEO,84218087E
A5/+95/20130312110723000,A5,95,100,ascending,100,95,2013-03-12,5290OEU,36737468M
A4/-203/20110616084905000,A4,203,100,descending,100,100,2011-06-16,2955AUA,63050842E
A3/-252/20120404061508000,A3,252,100,descending,100,105,2012-04-04,3647AEO,44338136R
A6/+171/20131111204852000,A6,171,100,ascending,100,90,2013-11-11,5991OAE,58576842M
M40/+40/20110805195552000,M40,40,80,ascending,80,87,2011-08-05,5119AUI,19502956Z
M45/+37/20120815134614000,M45,37,80,ascending,80,80,2012-08-15,9707OOI,12035677F
M40/+44/20120511083351000,M40,44,80,ascending,80,79,2012-05-11,1480EUA,17817924P
M45/+15/20120320232756000,M45,15,80,ascending,80,67,2012-03-20,6306III,56193398M
M40/+44/20121221031653000,M40,44,80,ascending,80,75,2012-12-21,6891AIU,57722756R
A2/+58/20120323172445000,A2,58,100,ascending,100,101,2012-03-23,8140AOE,76202995Q
M40/-15/20130106184535000,M40,15,80,descending,80,77,2013-01-06,5338IEI,80551722H
A2/-147/20110502111704000,A2,147,100,descending,100,94,2011-05-02,2685IAA,97045896H
A2/+157/20111207113557000,A2,157,100,ascending,100,115,2011-12-07,8448OEU,56760451Q
A5/-54/20110824084649000,A5,54,100,descending,100,112,2011-08-24,2698UEA,30173036A
A1/-271/20110714232912000,A1,271,100,descending,100,110,2011-07-14,5991OAE,58576842M
A6/-298/20111019161101000,A6,298,100,descending,100,112,2011-10-19,4741IOU,94229966R
A2/-242/20110917205448000,A2,242,100,descending,100,113,2011-09-17,2955AUA,63050842E
M50/-50/20091108140534000,M50,50,100,descending,100,112,2009-11-08,9063AOI,48272209Q
A5/+53/20101225095833000,A5,53,100,ascending,100,107,2010-12-25,5526UOU,42038947F
M50/+75/20111208030014000,M50,75,100,ascending,100,101,2011-12-08,2950AAO,58161619R
A1/+242/20111231063438000,A1,242,100,ascending,100,94,2011-12-31,4584IEO,86515357Y
M45/+17/20111028140516000,M45,17,80,ascending,80,84,2011-10-28,5408EII,39707566K
A5/-54/20111005105739000,A5,54,100,descending,100,111,2011-10-05,5387EAA,02626808R
A2/-168/20110824082839000,A2,168,100,descending,100,114,2011-08-24,8489EAU,33254360V
A6/-298/20090711041956000,A6,298,100,descending,100,113,2009-07-11,7250EOE,65151191B
A1/+162/20111125132905000,A1,162,100,ascending,100,119,2011-11-25,2925UEO,21763956E
M45/+33/20100814010142000,M45,33,80,ascending,80,92,2010-08-14,3451OIO,25840054Z
A4/-270/20111112210508000,A4,270,100,descending,100,113,2011-11-12,6320UOU,87457684T
A1/-271/20111219202916000,A1,271,100,descending,100,133,2011-12-19,4702OIA,73010468G
M50/-50/20081120113537000,M50,50,100,descending,100,111,2008-11-20,8686IUU,95875344M
A2/+275/20090414170938000,A2,275,100,ascending,100,169,2009-04-14,7372AEU,73520242Y
A5/-211/20080907045914000,A5,211,100,descending,100,92,2008-09-07,0206OOE,25073532J
A6/+171/20170613192457000,A6,171,100,ascending,100,112,2017-06-13,4544UOU,75939906R
A6/-198/20100106053329000,A6,198,100,descending,100,112,2010-01-06,7372OEI,42349732Q
M30/-28/20171025140613000,M30,28,50,descending,50,66,2017-10-25,0398EUI,45191051F
A2/+157/20090803045619000,A2,157,100,ascending,100,117,2009-08-03,0398EUI,45191051F
A6/-198/20171216180525000,A6,198,100,descending,100,116,2017-12-16,3202OUU,78455829T
M40/+23/20080327000154000,M40,23,80,ascending,80,140,2008-03-27,1480EUA,17817924P
M45/-28/20100204180833000,M45,28,80,descending,80,91,2010-02-04,4544UOU,75939906R
M30/+32/20081102183753000,M30,32,50,ascending,50,76,2008-11-02,5938AOI,23939454L
M45/-29/20100115130751000,M45,29,80,descending,80,100,2010-01-15,8140AOE,76202995Q
A2/+261/20171109210548000,A2,261,100,ascending,100,117,2017-11-09,2543OUU,19322800V
