matricula,bastidor,marca,modelo,potencia,color,fecha_matriculacion,titular
7121UAU,OOO92598Q24398258,Seta,Amanita,1400,morado metalizado,2005-03-27,38930269D
9519OEE,QQQ42530Q26501403,Escola,Tercius,1400,rojo metalizado,2004-10-31,73520242Y
0935IOA,QQQ12857O79355025,Bemev,Berlin,1400,azul metalizado,2006-12-08,02055702P
2583UIO,OQO97896Q30805722,Bemev,Cuple,1400,negro metalizado,2002-02-25,56651407S
1717III,OIQ18415I29121885,Merche,Estadio,1400,negro,2002-05-24,11810752E
1717III,OIQ18415I29121885,Merche,Estadio,1400,negro,2002-05-24,11810752E
4741IOU,QQO55908Q93098386,Merche,Rod-star,1400,gris,2004-07-13,92453827Z
0728IOU,OIQ42514I41248866,Fork,Tridente,1600,plateado,2004-03-02,72487325L
6320UOU,IQO90213Q86210207,Zitron,Tangerine,1400,negro metalizado,2004-02-24,87457684T
2347OUI,IIQ34933Q76160605,Peuyo,Natural,1400,rojo metalizado,2005-07-10,32609826N
1286OEO,OII27925I50936906,Zitron,Lemmon,1400,beige,2007-07-03,97976946M
4776EUI,OOQ45179Q65086868,Merche,Rod-star,1400,gris metalizado,2002-10-21,44338136R
4776EUI,OOQ45179Q65086868,Merche,Rod-star,1400,gris metalizado,2002-10-21,44338136R
7163UUU,OQI17265I29242525,Escola,Cuartus,1400,gris,2005-12-21,84916986C
8506OUO,QII06239O87469665,Rinaul,Charco,1400,tornasol,2006-07-14,70886396M
6797EIU,IOQ09038O61986932,Bemev,Suv-X,1400,blanco metalizado,2006-11-13,79278865G
3667IIE,QIO83777I33238686,Seta,Nizcalo,1400,blanco metalizado,2002-07-23,18612682R
9707OOI,IOQ82090O19640131,Zitron,Tangerine,1400,negro metalizado,2008-05-05,19425545K
7494UEU,OIQ99703O13452404,Zitron,Tangerine,1400,negro,2007-12-23,33585461X
2543OUU,IOQ86262Q94000006,Peuyo,Entero,1400,negro metalizado,2007-10-22,05511330R
5338IEI,OQQ78495O15486701,Bemev,Cuple,1400,rojo,2008-04-22,04906297Y
5137IUO,OIQ62725Q57324119,Seta,Amanita,1400,gris,2005-06-08,28232810B
0473AEO,QQQ80529O31965117,Escola,Seconda,1400,amarillo metalizado,2003-08-24,24230709W
5154AEO,QII88530O24374260,Escola,Seconda,1400,blanco,2008-01-27,84218087E
0609OUU,QQI81621Q14193903,Escola,Tercius,1400,beige,2006-01-23,00528326Q
5740AUA,OQI20031Q26951497,Zitron,Grapef,1400,negro metalizado,2008-08-22,99181271G
4776EUI,OOQ45179Q65086868,Merche,Rod-star,1400,gris metalizado,2002-10-21,44338136R
6525AEI,OIO64678O93280477,Zitron,Lemmon,1400,azul,2004-03-30,87980168Q
8545AOA,IQO91996O63554286,Merche,Tourne,1400,blanco,2004-11-13,22764409K
2970EUI,IOQ43964Q26568383,Rinaul,Charco,1400,gris,2003-09-27,56651407S
2347OUI,IIQ34933Q76160605,Peuyo,Natural,1400,rojo metalizado,2005-07-10,32609826N
4544UOU,OIQ65895Q61839417,Fork,Tetrox,1400,blanco,2004-03-16,63763779M
0946UOU,QQQ51788O54643145,Rinaul,Fuente,1400,fucsia metalizado,2002-05-07,62526264M
0703OEU,IOQ29388I53520575,Seta,Cardus,1400,bermellon,2002-05-24,74864863R
4785UUA,QQI71806I35950133,Merche,Estadio,1400,gris,2008-04-02,06415210G
6118UAA,IOO86091I29232341,Rinaul,Charco,1400,fucsia,2007-05-20,74080979A
5279OUE,QIQ53737Q94873236,Zitron,Lemmon,1400,negro metalizado,2003-02-15,97091580R
5862IOU,IOQ24526I72268006,Rinaul,Fuente,1400,azul metalizado,2008-12-11,78455829T
2347OUI,IIQ34933Q76160605,Peuyo,Natural,1400,rojo metalizado,2005-07-10,32609826N
1369OAU,OOI69335Q51586849,Zitron,Tangerine,1400,dorado,2002-09-02,49631868F
2458AEU,III79828Q75128034,Peuyo,Natural,1400,naranja metalizado,2004-04-14,40915263B
7372AEU,IIQ28512I42783932,Peuyo,Real,1400,blanco,2002-03-05,20147685F
2539EOE,OII05576Q94589278,Fork,Escolta,1400,blanco metalizado,2005-01-25,12519376Q
0438IAO,OQQ56304I66675906,Zitron,Tangerine,1400,negro,2009-01-03,53675847B
5279OUE,QIQ53737Q94873236,Zitron,Lemmon,1400,negro metalizado,2003-02-15,97091580R
9495AIA,OOQ95654Q25754626,Fork,Bipua,1400,gris,2007-07-10,30173036A
0438IAO,OQQ56304I66675906,Zitron,Tangerine,1400,negro,2009-01-03,53675847B
7121UAU,OOO92598Q24398258,Seta,Amanita,1400,morado metalizado,2005-03-27,38930269D
9105UIU,IIQ54724I78886023,Merche,Berlin,1400,plateado,2002-03-11,53832275Q
6817EUA,QIO64657Q85401698,Seta,Cardus,1400,rojo,2002-03-10,86515357Y
0718UUE,QIO53347Q60238367,Peuyo,Entero,1400,morado,2007-10-21,65897309D
6734OUU,QQO09939I45954228,Rinaul,Manante,1600,blanco,2003-09-08,82883718K
7607OAA,QQI83672I21673744,Seta,Champi,1400,rojo,2004-01-31,91988623P
0935IOA,QQQ12857O79355025,Bemev,Berlin,1400,azul metalizado,2006-12-08,02055702P
9855AIE,OQQ78585Q47198752,Rinaul,Fuente,1400,blanco,2005-01-03,36071957E
1858UEA,QOQ13352Q10174320,Peuyo,Natural,1400,negro metalizado,2004-09-29,23939454L
5844EIA,IIQ83190I84295888,Seta,Amanita,1400,gris,2008-01-11,65572592Y
3242OEU,QQO35627O39157157,Rinaul,Arroyo,1600,azul,2003-09-10,50219461L
0473AEO,QQQ80529O31965117,Escola,Seconda,1400,amarillo metalizado,2003-08-24,24230709W
1103EEA,OQI59778Q33920532,Rinaul,Charco,1400,blanco,2006-04-20,07471244Q
1497IUA,IQO21503O84888857,Fork,Bipua,1400,plateado metalizado,2003-04-18,48906593Z
7103OIU,QQQ37135O37606875,Seta,Champi,1400,negro,2007-03-16,45191051F
5755OII,IIQ35613Q80838533,Rinaul,Charco,1400,plateado,2004-08-11,33344237X
5502UIE,QOO52534Q98854002,Rinaul,Fuente,1400,gris metalizado,2002-10-05,41983923E
7835UUA,QII68367I56569585,Merche,Tourne,1400,blanco,2006-06-20,54146779H
5999AAI,QQQ45174I70991065,Bemev,Cuple,1400,plateado,2009-01-27,78455829T
1131AOO,QIQ56777I40016298,Merche,Rod-star,1400,plateado,2004-04-28,83880461J
1556IAI,OQO13273I17779000,Bemev,Suv-X,1400,verde metalizado,2003-11-29,87767956W
6880OUO,IQO77837Q26091208,Merche,Rod-star,1400,dorado,2004-09-14,77467632K
3523OOE,QOO05910Q17468720,Escola,Primus,1400,purpura,2005-12-24,11148859T
7757IAI,QOQ15743I93680654,Escola,Primus,1400,azul metalizado,2006-06-01,41938714P
3346AOO,IOO08497O98670333,Fork,Escolta,1400,azul,2007-01-06,48906593Z
4304AOI,QIQ49659I37001700,Seta,Amanita,1400,blanco metalizado,2006-02-04,19425545K
7607OAA,QQI83672I21673744,Seta,Champi,1400,rojo,2004-01-31,91988623P
3451OIO,QIQ08887I88096187,Bemev,Cuple,1400,gris,2004-09-17,25840054Z
1858UEA,QOQ13352Q10174320,Peuyo,Natural,1400,negro metalizado,2004-09-29,23939454L
7372AEU,IIQ28512I42783932,Peuyo,Real,1400,blanco,2002-03-05,20147685F
6891AIU,QQO25927I22247766,Merche,Tourne,1400,blanco metalizado,2006-09-15,19425545K
7376AEU,OIO46697I92693441,Escola,Primus,1400,beige,2002-09-04,47718268F
6205AIA,OQI29527Q44741473,Seta,Champi,1400,verde,2005-11-02,51464893R
7250EOE,IOQ60801I73100862,Seta,Amanita,1400,dorado metalizado,2005-05-06,65151191B
4584IEO,OIQ61721Q33118352,Fork,Bipua,1400,gris metalizado,2008-10-10,75939906R
1295IIA,IQO99022O12874558,Escola,Tercius,1400,blanco,2006-08-30,64997574B
9454IIE,QOI00609O69203091,Rinaul,Arroyo,1600,beige metalizado,2002-11-21,76055771S
6118UAA,IOO86091I29232341,Rinaul,Charco,1400,fucsia,2007-05-20,74080979A
0098EUA,IIO57905I36451310,Peuyo,Real,1400,gris metalizado,2003-10-24,75969962L
6206EOU,OOQ49596O98630251,Escola,Tercius,1400,dorado metalizado,2006-05-06,77045444K
6523AIO,IIQ15895I14342197,Peuyo,Natural,1400,blanco,2006-03-22,89897064T
7757IAI,QOQ15743I93680654,Escola,Primus,1400,azul metalizado,2006-06-01,41938714P
9834EUO,OOI22518I51598940,Fork,Tetrox,1400,negro metalizado,2003-07-16,15957991Q
6055EOO,IOO50528Q18756955,Merche,Rod-star,1400,negro metalizado,2005-11-15,60260601A
9445OEU,QQI04019I59214396,Zitron,Grapef,1400,plateado metalizado,2005-02-05,38423370F
3797UOE,OIO87306Q73515918,Seta,Champi,1400,plateado,2002-09-05,53018488S
2072UIE,OII25437I17656615,Merche,Estadio,1400,dorado,2004-07-05,58094111K
9534OIE,OOO91174I55504918,Rinaul,Fuente,1400,fucsia,2004-07-21,44637269L
4640EUA,QOI49994I22598219,Peuyo,Real,1400,blanco,2004-03-27,56938622Y
5525OUO,IQO83205O51180106,Peuyo,Entero,1400,rojo metalizado,2004-09-07,92366576W
9778OEI,OOO92397Q49282056,Zitron,Tangerine,1400,blanco,2002-03-09,47285810H
0342OEO,OQO75596O11597968,Bemev,Berlin,1400,blanco metalizado,2002-08-13,13982887Z
5119EUA,QII24751Q68251165,Fork,Escolta,1400,aguamarina,2004-11-12,80771305C
3295IOE,OIQ00016Q31061188,Rinaul,Fuente,1400,anil metalizado,2007-06-25,30801878W
9037UOU,OIO52124O45987574,Zitron,Grapef,1400,verde,2005-12-27,95323852F
5303EIO,OOO29790O68615290,Rinaul,Fuente,1400,azul metalizado,2007-07-21,21582390H
9495AIA,OOQ95654Q25754626,Fork,Bipua,1400,gris,2007-07-10,30173036A
0566EAU,IOQ70224Q79374722,Rinaul,Fuente,1400,negro,2003-11-21,60908146Y
3043OOI,IIO13807Q91952846,Merche,Tourne,1400,rojo,2002-03-11,80738207L
4483AIO,IOQ90947Q76497060,Merche,Berlin,1400,negro metalizado,2005-10-05,15742171M
6829IOA,IQO26325O33999656,Rinaul,Charco,1400,dorado,2002-06-26,67455235F
5828EEE,OQO06911I77628882,Bemev,Berlin,1400,plateado metalizado,2004-05-23,06415210G
1497IUA,IQO21503O84888857,Fork,Bipua,1400,plateado metalizado,2003-04-18,48906593Z
6464AIA,IOQ21595I38823799,Bemev,Cuple,1400,plateado metalizado,2004-08-27,80805990K
0062OEA,IOI81674Q57617232,Merche,Tourne,1400,purpura metalizado,2006-02-13,77684051X
8691OEI,IOO13600Q29523275,Zitron,Grapef,1400,blanco,2004-02-04,21371673G
3043OOI,IIO13807Q91952846,Merche,Tourne,1400,rojo,2002-03-11,80738207L
1943OAO,OQQ77027O26004989,Bemev,Berlin,1400,gris,2004-06-20,98277257M
0703OEU,IOQ29388I53520575,Seta,Cardus,1400,bermellon,2002-05-24,74864863R
6279OUE,IQI51821Q24943387,Zitron,Tangerine,1400,rojo,2006-08-19,60305223M
4776EUI,OOQ45179Q65086868,Merche,Rod-star,1400,gris metalizado,2002-10-21,44338136R
6525AEI,OIO64678O93280477,Zitron,Lemmon,1400,azul,2004-03-30,87980168Q
9105UIU,IIQ54724I78886023,Merche,Berlin,1400,plateado,2002-03-11,53832275Q
1072IOA,IOQ21422I15691931,Rinaul,Fuente,1400,aguamarina,2008-07-04,25877835Y
5823AEO,OOQ24566Q85316870,Zitron,Orange,1400,dorado,2003-06-30,47614918L
2955AUA,QQO00742I75887536,Escola,Cuartus,1400,beige,2007-09-10,63050842E
6118UAA,IOO86091I29232341,Rinaul,Charco,1400,fucsia,2007-05-20,74080979A
5806EUE,OIO29513O97558686,Peuyo,Real,1400,plateado,2002-04-21,48192930H
5525OUO,IQO83205O51180106,Peuyo,Entero,1400,rojo metalizado,2004-09-07,92366576W
8177AAO,QQQ54489I47731029,Peuyo,Natural,1400,plateado,2004-01-16,73236340Q
5828EEE,OQO06911I77628882,Bemev,Berlin,1400,plateado metalizado,2004-05-23,06415210G
6525AEI,OIO64678O93280477,Zitron,Lemmon,1400,azul,2004-03-30,87980168Q
1369IUA,QQI59839O69057952,Seta,Cardus,1400,rojo metalizado,2006-12-29,05511330R
0716AUU,QQQ55757I44532899,Zitron,Orange,1400,plateado metalizado,2004-02-10,55133962H
5408EII,OQI93306Q71422991,Peuyo,Natural,1400,negro,2006-01-05,60908146Y
8533AOE,IQQ06531I42469340,Merche,Rod-star,1400,dorado,2005-01-13,15187129E
9237OAU,IQO41194Q96493385,Bemev,Berlin,1400,dorado metalizado,2003-04-22,41983923E
9707OOI,IOQ82090O19640131,Zitron,Tangerine,1400,negro metalizado,2008-05-05,19425545K
4776EUI,OOQ45179Q65086868,Merche,Rod-star,1400,gris metalizado,2002-10-21,44338136R
9038OUI,IOQ49960I40461517,Rinaul,Fuente,1400,rojo metalizado,2003-01-20,63763779M
0206OOE,IQQ45173Q47397503,Seta,Nizcalo,1400,negro,2002-11-29,25073532J
0861EUI,IIO62295O24945526,Rinaul,Arroyo,1600,blanco metalizado,2008-06-27,25819562S
0342OEO,OQO75596O11597968,Bemev,Berlin,1400,blanco metalizado,2002-08-13,13982887Z
1480EUA,OIQ38099Q89711541,Seta,Cardus,1400,plateado metalizado,2002-07-16,17817924P
1295IIA,IQO99022O12874558,Escola,Tercius,1400,blanco,2006-08-30,64997574B
5828EEE,OQO06911I77628882,Bemev,Berlin,1400,plateado metalizado,2004-05-23,06415210G
2458AEU,III79828Q75128034,Peuyo,Natural,1400,naranja metalizado,2004-04-14,40915263B
1131AOO,QIQ56777I40016298,Merche,Rod-star,1400,plateado,2004-04-28,83880461J
7608OAU,QOQ57086Q22530925,Bemev,Suv-X,1400,blanco,2007-03-23,80738207L
6320UOU,IQO90213Q86210207,Zitron,Tangerine,1400,negro metalizado,2004-02-24,87457684T
3283IAA,OIO21498O85554277,Merche,Rod-star,1400,purpura metalizado,2006-01-30,26322160V
1369OAU,OOI69335Q51586849,Zitron,Tangerine,1400,dorado,2002-09-02,49631868F
3812EIU,IIQ55613O86187253,Zitron,Orange,1400,gris,2002-07-31,97959442G
7103OIU,QQQ37135O37606875,Seta,Champi,1400,negro,2007-03-16,45191051F
9787IEE,III62370I64400385,Rinaul,Arroyo,1600,plateado metalizado,2003-06-12,09611341D
0206OOE,IQQ45173Q47397503,Seta,Nizcalo,1400,negro,2002-11-29,25073532J
5700IIE,IIO89049Q80945510,Zitron,Orange,1400,marron,2006-02-28,15928484H
6317EUO,OOO08870Q45492075,Bemev,Berlin,1400,azul metalizado,2008-07-15,01707914A
9855AIE,OQQ78585Q47198752,Rinaul,Fuente,1400,blanco,2005-01-03,36071957E
5350OAE,IOO27981I23368324,Escola,Primus,1400,marfil,2003-11-17,56536795N
9707OOI,IOQ82090O19640131,Zitron,Tangerine,1400,negro metalizado,2008-05-05,19425545K
5831EEE,OIQ11256Q19208892,Merche,Rod-star,1400,ocre metalizado,2006-01-07,40977364N
9707OOI,IOQ82090O19640131,Zitron,Tangerine,1400,negro metalizado,2008-05-05,19425545K
9599EAA,QIQ44168Q90090612,Merche,Berlin,1400,marron,2002-07-03,01362850P
0098EUA,IIO57905I36451310,Peuyo,Real,1400,gris metalizado,2003-10-24,75969962L
9200IIA,QIO98366Q19140741,Escola,Primus,1400,rojo metalizado,2006-12-29,56475918Q
7103OIU,QQQ37135O37606875,Seta,Champi,1400,negro,2007-03-16,45191051F
2698UEA,QQQ84318Q58168521,Seta,Amanita,1400,blanco metalizado,2004-12-22,29480068W
5823AEO,OOQ24566Q85316870,Zitron,Orange,1400,dorado,2003-06-30,47614918L
9218OIA,OOI05730Q79417046,Merche,Estadio,1400,blanco,2003-10-15,28232810B
6797EIU,IOQ09038O61986932,Bemev,Suv-X,1400,blanco metalizado,2006-11-13,79278865G
6206EOU,OOQ49596O98630251,Escola,Tercius,1400,dorado metalizado,2006-05-06,77045444K
3797UOE,OIO87306Q73515918,Seta,Champi,1400,plateado,2002-09-05,53018488S
4741IOU,QQO55908Q93098386,Merche,Rod-star,1400,gris,2004-07-13,92453827Z
1405AOU,OII74095Q93576429,Rinaul,Charco,1400,plateado metalizado,2007-06-28,17017996C
8111EAA,QII98756O94565461,Zitron,Grapef,1400,blanco metalizado,2004-07-17,02055702P
5023EII,IOO78843O25987869,Merche,Estadio,1400,ocre,2007-08-30,80805990K
0342OEO,OQO75596O11597968,Bemev,Berlin,1400,blanco metalizado,2002-08-13,13982887Z
5716IEO,QIQ76297O11418008,Peuyo,Primo,1600,gris metalizado,2002-12-05,81542499R
5154AEO,QII88530O24374260,Escola,Seconda,1400,blanco,2008-01-27,84218087E
8545AOA,IQO91996O63554286,Merche,Tourne,1400,blanco,2004-11-13,22764409K
1536UII,OIQ52049Q13574249,Bemev,Berlin,1400,rojo metalizado,2003-11-27,74086301N
0020AUA,IOI82044I77796060,Bemev,Berlin,1400,negro metalizado,2002-12-30,15957991Q
7493AUE,QOQ56969I58631310,Seta,Cardus,1400,blanco metalizado,2004-06-19,24230709W
5831EEE,OIQ11256Q19208892,Merche,Rod-star,1400,ocre metalizado,2006-01-07,40977364N
7121UAU,OOO92598Q24398258,Seta,Amanita,1400,morado metalizado,2005-03-27,38930269D
0342OEO,OQO75596O11597968,Bemev,Berlin,1400,blanco metalizado,2002-08-13,13982887Z
1717III,OIQ18415I29121885,Merche,Estadio,1400,negro,2002-05-24,11810752E
7103OIU,QQQ37135O37606875,Seta,Champi,1400,negro,2007-03-16,45191051F
8140AOE,IOQ28379I74581401,Rinaul,Manante,1600,plateado metalizado,2008-08-08,76202995Q
3242OEU,QQO35627O39157157,Rinaul,Arroyo,1600,azul,2003-09-10,50219461L
3812EIU,IIQ55613O86187253,Zitron,Orange,1400,gris,2002-07-31,97959442G
9200IIA,QIO98366Q19140741,Escola,Primus,1400,rojo metalizado,2006-12-29,56475918Q
0716AUU,QQQ55757I44532899,Zitron,Orange,1400,plateado metalizado,2004-02-10,55133962H
5863AII,QOQ51133I97411888,Bemev,Cuple,1400,blanco metalizado,2007-05-21,31970465M
6061IUO,OQQ27182O80576969,Seta,Amanita,1400,magenta,2002-09-06,48272209Q
1564AII,IOQ06526Q85602685,Escola,Cuartus,1400,rojo,2004-08-11,16203684T
5863AII,QOQ51133I97411888,Bemev,Cuple,1400,blanco metalizado,2007-05-21,31970465M
4776EUI,OOQ45179Q65086868,Merche,Rod-star,1400,gris metalizado,2002-10-21,44338136R
4333EUU,QII89274I48876364,Zitron,Lemmon,1400,dorado metalizado,2006-08-10,72449035R
0473AEO,QQQ80529O31965117,Escola,Seconda,1400,amarillo metalizado,2003-08-24,24230709W
2512UAA,QQO89197I91405409,Fork,Escolta,1400,rojo metalizado,2002-09-28,22649968M
0383IOU,IOO77788O45452599,Bemev,Berlin,1400,negro,2009-01-13,00708677R
5944EOE,QQO34155Q14848497,Escola,Seconda,1400,plateado metalizado,2004-06-25,22117400W
6758UOE,OQO71060O20714781,Rinaul,Arroyo,1600,plateado,2006-05-22,17017996C
3784IAO,IQI17923O96683383,Zitron,Lemmon,1400,rojo metalizado,2005-09-05,20304333W
4760AEE,OQI84817O94178267,Fork,Escolta,1400,blanco,2004-08-26,60305223M
5991OAE,OII52565Q82805759,Bemev,K-brio,1400,negro,2003-05-05,11810752E
9507IIA,IQI93255O19695485,Rinaul,Fuente,1400,azul,2008-10-28,15742171M
6095EAE,QOI73448I86621862,Escola,Primus,1400,blanco metalizado,2006-07-22,56651407S
3204OUA,IIO59720Q16009469,Peuyo,Real,1400,rojo,2002-08-01,18258713W
4333EUU,QII89274I48876364,Zitron,Lemmon,1400,dorado metalizado,2006-08-10,72449035R
0861EUI,IIO62295O24945526,Rinaul,Arroyo,1600,blanco metalizado,2008-06-27,25819562S
7375OAI,OII41365Q48430005,Zitron,Grapef,1400,naranja,2007-05-15,48272209Q
2339OOI,QOO24966O13530390,Bemev,Cuple,1400,violeta,2003-09-24,07595709M
8828OIA,IOI77370I57501874,Rinaul,Manante,1600,gris,2006-09-04,46104267P
2973AAI,III38621O87605006,Peuyo,Natural,1400,dorado,2002-12-27,17017996C
5502UIE,QOO52534Q98854002,Rinaul,Fuente,1400,gris metalizado,2002-10-05,41983923E
3631IUU,QQI31261Q32783737,Zitron,Grapef,1400,negro,2003-06-29,33300126J
1306OEE,QQQ74826Q32942339,Bemev,Berlin,1400,negro,2002-05-11,06729275G
8828OIA,IOI77370I57501874,Rinaul,Manante,1600,gris,2006-09-04,46104267P
9507IIA,IQI93255O19695485,Rinaul,Fuente,1400,azul,2008-10-28,15742171M
6320UOU,IQO90213Q86210207,Zitron,Tangerine,1400,negro metalizado,2004-02-24,87457684T
6306III,IOQ24860Q49121860,Seta,Nizcalo,1400,marron,2004-03-10,56193398M
0020AUA,IOI82044I77796060,Bemev,Berlin,1400,negro metalizado,2002-12-30,15957991Q
0398EUI,OOO89942Q75868161,Rinaul,Charco,1400,blanco metalizado,2007-05-22,12028211Q
1536UII,OIQ52049Q13574249,Bemev,Berlin,1400,rojo metalizado,2003-11-27,74086301N
7757IAI,QOQ15743I93680654,Escola,Primus,1400,azul metalizado,2006-06-01,41938714P
0431UIE,IIQ52468Q79487215,Fork,Escolta,1400,azul metalizado,2003-10-29,90553454Q
2347OUI,IIQ34933Q76160605,Peuyo,Natural,1400,rojo metalizado,2005-07-10,32609826N
5525OUO,IQO83205O51180106,Peuyo,Entero,1400,rojo metalizado,2004-09-07,92366576W
5137IUO,OIQ62725Q57324119,Seta,Amanita,1400,gris,2005-06-08,28232810B
3812EIU,IIQ55613O86187253,Zitron,Orange,1400,gris,2002-07-31,97959442G
4702OIA,OQO66095Q53287646,Peuyo,Real,1400,gris,2006-02-10,73010468G
5862IOU,IOQ24526I72268006,Rinaul,Fuente,1400,azul metalizado,2008-12-11,78455829T
8506OUO,QII06239O87469665,Rinaul,Charco,1400,tornasol,2006-07-14,70886396M
7607OAA,QQI83672I21673744,Seta,Champi,1400,rojo,2004-01-31,91988623P
7608OAU,QOQ57086Q22530925,Bemev,Suv-X,1400,blanco,2007-03-23,80738207L
8111EAA,QII98756O94565461,Zitron,Grapef,1400,blanco metalizado,2004-07-17,02055702P
0583EAA,QII41544Q45043796,Peuyo,Real,1400,naranja,2004-06-21,49806223E
0020AUA,IOI82044I77796060,Bemev,Berlin,1400,negro metalizado,2002-12-30,15957991Q
3346AOO,IOO08497O98670333,Fork,Escolta,1400,azul,2007-01-06,48906593Z
6279OUE,IQI51821Q24943387,Zitron,Tangerine,1400,rojo,2006-08-19,60305223M
3202OUU,IQI61167O30378668,Peuyo,Real,1400,blanco,2003-11-07,21371673G
6205AIA,OQI29527Q44741473,Seta,Champi,1400,verde,2005-11-02,51464893R
1306OEE,QQQ74826Q32942339,Bemev,Berlin,1400,negro,2002-05-11,06729275G
2698UEA,QQQ84318Q58168521,Seta,Amanita,1400,blanco metalizado,2004-12-22,29480068W
8691OEI,IOO13600Q29523275,Zitron,Grapef,1400,blanco,2004-02-04,21371673G
3346AOO,IOO08497O98670333,Fork,Escolta,1400,azul,2007-01-06,48906593Z
7034IUI,III52427O80805860,Fork,Escolta,1400,gris,2004-07-24,31414734T
2583UIO,OQO97896Q30805722,Bemev,Cuple,1400,negro metalizado,2002-02-25,56651407S
4483AIO,IOQ90947Q76497060,Merche,Berlin,1400,negro metalizado,2005-10-05,15742171M
5867AUU,IQO10345O55303016,Fork,Bipua,1400,gris metalizado,2005-05-06,32609826N
3784IAO,IQI17923O96683383,Zitron,Lemmon,1400,rojo metalizado,2005-09-05,20304333W
1286OEO,OII27925I50936906,Zitron,Lemmon,1400,beige,2007-07-03,97976946M
1810AUI,IQQ47432O50328258,Escola,Cuartus,1400,dorado,2007-09-03,51468998N
4334OUU,IIQ51207Q46695684,Zitron,Lemmon,1400,dorado,2003-06-10,49806223E
6118UAA,IOO86091I29232341,Rinaul,Charco,1400,fucsia,2007-05-20,74080979A
2877AIA,QIO77803O46172998,Merche,Rod-star,1400,blanco,2004-04-01,59015527B
6668OOO,OQO05288I91243621,Fork,Tetrox,1400,azul,2008-05-22,54016383D
0566EAU,IOQ70224Q79374722,Rinaul,Fuente,1400,negro,2003-11-21,60908146Y
5863AII,QOQ51133I97411888,Bemev,Cuple,1400,blanco metalizado,2007-05-21,31970465M
8111EAA,QII98756O94565461,Zitron,Grapef,1400,blanco metalizado,2004-07-17,02055702P
2639AAA,QQO14678O28317466,Bemev,Cuple,1400,gris metalizado,2006-10-31,55533072D
1103EEA,OQI59778Q33920532,Rinaul,Charco,1400,blanco,2006-04-20,07471244Q
9237OAU,IQO41194Q96493385,Bemev,Berlin,1400,dorado metalizado,2003-04-22,41983923E
3422AEU,OOQ73291O11537888,Escola,Cuartus,1400,azul,2008-07-10,48906593Z
3451OIO,QIQ08887I88096187,Bemev,Cuple,1400,gris,2004-09-17,25840054Z
5338IEI,OQQ78495O15486701,Bemev,Cuple,1400,rojo,2008-04-22,04906297Y
7607OAA,QQI83672I21673744,Seta,Champi,1400,rojo,2004-01-31,91988623P
5740AUA,OQI20031Q26951497,Zitron,Grapef,1400,negro metalizado,2008-08-22,99181271G
5867AUU,IQO10345O55303016,Fork,Bipua,1400,gris metalizado,2005-05-06,32609826N
7372AEU,IIQ28512I42783932,Peuyo,Real,1400,blanco,2002-03-05,20147685F
4544UOU,OIQ65895Q61839417,Fork,Tetrox,1400,blanco,2004-03-16,63763779M
4785UUA,QQI71806I35950133,Merche,Estadio,1400,gris,2008-04-02,06415210G
7835UUA,QII68367I56569585,Merche,Tourne,1400,blanco,2006-06-20,54146779H
9534OIE,OOO91174I55504918,Rinaul,Fuente,1400,fucsia,2004-07-21,44637269L
1810AUI,IQQ47432O50328258,Escola,Cuartus,1400,dorado,2007-09-03,51468998N
7607OAA,QQI83672I21673744,Seta,Champi,1400,rojo,2004-01-31,91988623P
0383IOU,IOO77788O45452599,Bemev,Berlin,1400,negro,2009-01-13,00708677R
2452UEO,IOO31585Q93414655,Fork,Bipua,1400,verde metalizado,2005-01-21,65393209T
6880OUO,IQO77837Q26091208,Merche,Rod-star,1400,dorado,2004-09-14,77467632K
7696UOA,OOI78032I91035606,Peuyo,Real,1400,gris metalizado,2007-03-09,46197994X
1536UII,OIQ52049Q13574249,Bemev,Berlin,1400,rojo metalizado,2003-11-27,74086301N
5526UOU,QQQ59015Q45441488,Rinaul,Manante,1600,plateado,2005-02-22,42038947F
7163UUU,OQI17265I29242525,Escola,Cuartus,1400,gris,2005-12-21,84916986C
4304AOI,QIQ49659I37001700,Seta,Amanita,1400,blanco metalizado,2006-02-04,19425545K
7493AUE,QOQ56969I58631310,Seta,Cardus,1400,blanco metalizado,2004-06-19,24230709W
5119AUI,OOO75734O30167787,Rinaul,Fuente,1400,dorado metalizado,2007-08-14,19502956Z
0566EAU,IOQ70224Q79374722,Rinaul,Fuente,1400,negro,2003-11-21,60908146Y
